date,time,code,open,high,low,close,volume,amount,adjustflag
1999-07-26,19990726093500000,sh.600169,8.6500,8.8100,8.6500,8.7000,62400,545000.0000,3
1999-07-26,19990726094000000,sh.600169,8.7000,8.7000,8.7000,8.7000,52100,452820.0000,3
1999-07-26,19990726094500000,sh.600169,8.7300,8.7400,8.7100,8.7100,28900,251720.0000,3
1999-07-26,19990726095000000,sh.600169,8.7100,8.7100,8.7000,8.7000,35800,312080.0000,3
1999-07-26,19990726095500000,sh.600169,8.6800,8.6800,8.6200,8.6200,45300,391340.0000,3
1999-07-26,19990726100000000,sh.600169,8.6300,8.6300,8.5800,8.5800,52700,453410.0000,3
1999-07-26,19990726100500000,sh.600169,8.5800,8.6000,8.5600,8.5600,29900,256350.0000,3
1999-07-26,19990726101000000,sh.600169,8.5600,8.5600,8.5200,8.5200,54700,467790.0000,3
1999-07-26,19990726101500000,sh.600169,8.5400,8.5400,8.4800,8.4800,88100,749190.0000,3
1999-07-26,19990726102000000,sh.600169,8.4700,8.4700,8.4200,8.4200,73100,617080.0000,3
1999-07-26,19990726102500000,sh.600169,8.4200,8.5400,8.4200,8.5400,80500,681410.0000,3
1999-07-26,19990726103000000,sh.600169,8.4900,8.5800,8.4900,8.5400,63200,539250.0000,3
1999-07-26,19990726103500000,sh.600169,8.5200,8.5200,8.5000,8.5100,40000,340860.0000,3
1999-07-26,19990726104000000,sh.600169,8.5100,8.5500,8.5100,8.5500,41000,350170.0000,3
1999-07-26,19990726104500000,sh.600169,8.5500,8.5500,8.5300,8.5300,44800,382570.0000,3
1999-07-26,19990726105000000,sh.600169,8.5500,8.5500,8.5300,8.5500,34400,293890.0000,3
1999-07-26,19990726105500000,sh.600169,8.5500,8.5700,8.5400,8.5700,29300,250890.0000,3
1999-07-26,19990726110000000,sh.600169,8.5500,8.6500,8.5500,8.6500,37900,325580.0000,3
1999-07-26,19990726110500000,sh.600169,8.6800,8.7300,8.6800,8.7300,51700,449290.0000,3
1999-07-26,19990726111000000,sh.600169,8.7100,8.7300,8.6100,8.6100,57900,504130.0000,3
1999-07-26,19990726111500000,sh.600169,8.6500,8.6500,8.6200,8.6200,23200,200300.0000,3
1999-07-26,19990726112000000,sh.600169,8.6300,8.6500,8.6300,8.6500,27800,239870.0000,3
1999-07-26,19990726112500000,sh.600169,8.6300,8.6600,8.6300,8.6600,35200,304380.0000,3
1999-07-26,19990726113000000,sh.600169,8.6600,8.6800,8.6600,8.6600,35400,305900.0000,3
1999-07-26,19990726130500000,sh.600169,8.6600,8.6600,8.6500,8.6500,76100,658510.0000,3
1999-07-26,19990726131000000,sh.600169,8.6200,8.6200,8.5800,8.5800,27700,238320.0000,3
1999-07-26,19990726131500000,sh.600169,8.5800,8.5900,8.5800,8.5800,27000,231760.0000,3
1999-07-26,19990726132000000,sh.600169,8.5800,8.6000,8.5800,8.6000,16400,140340.0000,3
1999-07-26,19990726132500000,sh.600169,8.5800,8.5800,8.5600,8.5600,33200,284920.0000,3
1999-07-26,19990726133000000,sh.600169,8.5500,8.5500,8.5000,8.5100,48800,416080.0000,3
1999-07-26,19990726133500000,sh.600169,8.5300,8.5300,8.5100,8.5200,29400,250500.0000,3
1999-07-26,19990726134000000,sh.600169,8.5200,8.5500,8.5000,8.5500,79900,680000.0000,3
1999-07-26,19990726134500000,sh.600169,8.5500,8.5500,8.5200,8.5200,32400,276700.0000,3
1999-07-26,19990726135000000,sh.600169,8.5100,8.5400,8.5100,8.5400,64500,549620.0000,3
1999-07-26,19990726135500000,sh.600169,8.5400,8.5600,8.5400,8.5600,22600,193400.0000,3
1999-07-26,19990726140000000,sh.600169,8.6000,8.6000,8.5800,8.5800,23900,205440.0000,3
1999-07-26,19990726140500000,sh.600169,8.5500,8.5500,8.5300,8.5300,27400,233670.0000,3
1999-07-26,19990726141000000,sh.600169,8.5500,8.5500,8.5400,8.5400,28000,239220.0000,3
1999-07-26,19990726141500000,sh.600169,8.5300,8.5500,8.5000,8.5000,42600,362900.0000,3
1999-07-26,19990726142000000,sh.600169,8.5100,8.5200,8.5100,8.5100,25400,216190.0000,3
1999-07-26,19990726142500000,sh.600169,8.6000,8.6300,8.6000,8.6300,59100,508090.0000,3
1999-07-26,19990726143000000,sh.600169,8.6500,8.7000,8.6500,8.7000,45700,396370.0000,3
1999-07-26,19990726143500000,sh.600169,8.6800,8.7200,8.6800,8.7200,71800,624990.0000,3
1999-07-26,19990726144000000,sh.600169,8.7000,8.7000,8.6300,8.6300,46400,401720.0000,3
