date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2022-08-08,sz.001229,26.0500,31.2600,26.0500,31.2600,21.7100,680389,21205603.0500,3,2.721600,1,43.988900,0
2022-08-09,sz.001229,34.3900,34.3900,34.3900,34.3900,31.2600,143105,4921380.9500,3,0.572400,1,10.012800,0
2022-08-10,sz.001229,37.8300,37.8300,37.8300,37.8300,34.3900,102226,3867209.5800,3,0.408900,1,10.002900,0
2022-08-11,sz.001229,41.6100,41.6100,41.6100,41.6100,37.8300,370099,15399819.3900,3,1.480400,1,9.992100,0
2022-08-12,sz.001229,45.7700,45.7700,39.5700,45.7700,41.6100,16841756,719091030.3800,3,67.367000,1,9.997600,0
2022-08-15,sz.001229,42.1000,43.5900,41.1900,41.1900,45.7700,11799285,495445075.1800,3,47.197100,1,-10.006600,0
