date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2021-01-07,sh.688617,221.7300,274.8900,220.0000,257.0200,74.4600,9442710,2299752159.8700,3,68.782200,1,245.178600,0
2021-01-08,sh.688617,260.0000,261.9900,220.0000,226.0000,257.0200,3970859,918642670.0500,3,28.924400,1,-12.069100,0
2021-01-11,sh.688617,212.0000,239.5000,202.0000,220.1000,226.0000,2265158,517873902.8500,3,16.499800,1,-2.610600,0
2021-01-12,sh.688617,214.0000,232.0000,210.0100,214.0000,220.1000,1273951,280184426.9200,3,9.279700,1,-2.771500,0
2021-01-13,sh.688617,210.9400,218.6000,200.0000,211.8000,214.0000,1312944,275375232.2500,3,9.563700,1,-1.028000,0
2021-01-14,sh.688617,211.5800,221.9800,190.0100,215.7200,211.8000,1397627,284814236.0700,3,10.180500,1,1.850800,0
2021-01-15,sh.688617,212.0100,236.5000,212.0000,230.8200,215.7200,1346830,303604107.1700,3,9.810500,1,6.999800,0
2021-01-18,sh.688617,231.1100,238.0500,215.0200,234.6000,230.8200,832398,187893366.2700,3,6.063300,1,1.637600,0
2021-01-19,sh.688617,229.0000,237.0000,222.0000,222.0000,234.6000,686124,156983220.7100,3,4.997800,1,-5.370800,0
2021-01-20,sh.688617,217.0000,243.0000,216.8800,233.5500,222.0000,832214,192733941.8000,3,6.062000,1,5.202700,0
2021-01-21,sh.688617,238.2900,248.4500,226.1200,239.9800,233.5500,788320,186135061.1900,3,5.742200,1,2.753200,0
2021-01-22,sh.688617,238.4500,251.0600,232.0000,251.0000,239.9800,785422,191502538.0400,3,5.721100,1,4.592000,0
2021-01-25,sh.688617,260.0000,267.9000,246.0000,257.0000,251.0000,853229,218883624.2100,3,6.215100,1,2.390400,0
2021-01-26,sh.688617,251.0000,254.6800,235.6600,237.1000,257.0000,593788,144231028.5200,3,4.325200,1,-7.743200,0
2021-01-27,sh.688617,238.5000,239.7000,223.0700,234.9000,237.1000,573553,133480997.2100,3,4.177900,1,-0.927900,0
2021-01-28,sh.688617,236.8900,236.8900,216.0200,216.2300,234.9000,507934,113465590.5700,3,3.699900,1,-7.948100,0
2021-01-29,sh.688617,215.0000,219.9900,200.1100,210.6100,216.2300,997635,207386056.6900,3,7.266900,1,-2.599100,0
2021-02-01,sh.688617,206.1000,229.0000,206.1000,225.8000,210.6100,611722,133178523.5900,3,4.455900,1,7.212400,0
2021-02-02,sh.688617,225.5600,232.7600,218.1800,227.9000,225.8000,365348,82582843.4400,3,2.661300,1,0.930000,0
2021-02-03,sh.688617,226.1200,229.9800,218.1100,228.0000,227.9000,348500,78208868.9600,3,2.538500,1,0.043900,0
2021-02-04,sh.688617,221.2600,227.8500,215.0000,217.0600,228.0000,368327,80935691.2300,3,2.683000,1,-4.798200,0
2021-02-05,sh.688617,222.4900,223.6000,212.0200,213.5100,217.0600,217263,47488592.4500,3,1.582600,1,-1.635500,0
2021-02-08,sh.688617,213.5000,215.0000,208.2800,209.5100,213.5100,212642,44772354.9400,3,1.548900,1,-1.873400,0
2021-02-09,sh.688617,208.1500,220.0000,208.1500,218.8800,209.5100,243001,52650043.4600,3,1.770100,1,4.472300,0
2021-02-10,sh.688617,218.1100,232.0000,214.8800,215.5000,218.8800,360349,80691457.3600,3,2.624800,1,-1.544200,0
2021-02-18,sh.688617,215.5000,219.4200,210.5800,212.9000,215.5000,176203,37682660.6000,3,1.283500,1,-1.206500,0
2021-02-19,sh.688617,212.8800,212.8800,197.0000,208.9900,212.9000,429108,87615797.3300,3,3.125700,1,-1.836500,0
2021-02-22,sh.688617,207.3900,227.7500,207.3900,214.6000,208.9900,513009,111597880.0200,3,3.736800,1,2.684300,0
2021-02-23,sh.688617,218.0000,223.6100,211.1800,220.0000,214.6000,180515,39562200.5200,3,1.314900,1,2.516300,0
2021-02-24,sh.688617,223.5500,227.0500,215.5500,221.8800,220.0000,200131,44555120.4400,3,1.457800,1,0.854500,0
2021-02-25,sh.688617,226.8700,227.0000,216.7100,224.2800,221.8800,252085,56081303.0100,3,1.836200,1,1.081700,0
2021-02-26,sh.688617,220.3300,223.9800,210.0000,221.8500,224.2800,237924,51433550.6000,3,1.733100,1,-1.083500,0
2021-03-01,sh.688617,219.1000,220.5700,215.5000,215.7500,221.8500,217583,47318318.3300,3,1.584900,1,-2.749600,0
2021-03-02,sh.688617,215.7500,218.4000,207.0100,215.0000,215.7500,246063,51939259.7800,3,1.792400,1,-0.347600,0
2021-03-03,sh.688617,212.0500,213.2100,208.1000,209.2800,215.0000,127130,26805083.2300,3,0.926000,1,-2.660500,0
2021-03-04,sh.688617,219.7400,223.0000,209.5000,209.9100,209.2800,409127,89102451.1600,3,2.980100,1,0.301000,0
2021-03-05,sh.688617,209.5000,212.9800,205.1800,209.2500,209.9100,239498,50040303.0800,3,1.744500,1,-0.314400,0
2021-03-08,sh.688617,209.0200,209.9200,197.0700,197.0700,209.2500,346854,70266617.4700,3,2.526500,1,-5.820800,0
2021-03-09,sh.688617,195.0000,202.5000,187.0000,195.0000,197.0700,234305,45495997.0300,3,1.706700,1,-1.050400,0
2021-03-10,sh.688617,195.0000,198.4300,187.0100,190.2800,195.0000,188977,36401661.5600,3,1.376500,1,-2.420500,0
2021-03-11,sh.688617,190.7800,192.0000,184.5500,188.5100,190.2800,321325,60285935.0000,3,2.340600,1,-0.930200,0
2021-03-12,sh.688617,185.3500,191.0000,185.3500,186.5000,188.5100,247065,46244834.0700,3,1.799700,1,-1.066300,0
2021-03-15,sh.688617,186.3500,188.0000,180.5000,185.9500,186.5000,191859,35043706.5000,3,1.397500,1,-0.294900,0
2021-03-16,sh.688617,182.3300,191.3000,181.5000,190.5200,185.9500,147725,28061640.0800,3,1.076100,1,2.457600,0
2021-03-17,sh.688617,189.7000,195.9600,189.7000,191.5000,190.5200,129294,24895709.6800,3,0.941800,1,0.514400,0
2021-03-18,sh.688617,190.5300,192.9800,190.5100,190.5200,191.5000,75657,14488146.8600,3,0.551100,1,-0.511700,0
